,Unnamed: 0,brands_url,models,models_url,generations,generations_url,modifications,modifications_url,dataframe
0,266,https://www.auto-data.net/en/uaz-brand-195,uaz-3151-model-1922,https://www.auto-data.net/en/uaz-3151-model-1922,uaz-3151-generation-3749,https://www.auto-data.net/en/uaz-3151-generation-3749,uaz-3151-2.45-90hp-16622,https://www.auto-data.net/en/uaz-3151-2.45-90hp-16622,"  Brand Model Generation Modification (Engine) Start of production  \
0   UAZ  3151       3151          2.45 (90 Hp)           1989 year   

  End of production     Powertrain Architecture         Body type Seats Doors  \
0         2003 year  Internal Combustion engine  Off-road vehicle     7     5   

   ...  Drivetrain, brakes and suspension specs            Drive wheel  \
0  ...  Drivetrain, brakes and suspension specs  All wheel drive (4x4)   

  Number of Gears (manual transmission)       Front suspension  \
0                                     4  Rigid axle suspension   

         Rear suspension Front brakes Rear brakes        Steering type  \
0  Rigid axle suspension         Drum        Drum  Worm-reduction unit   

  Tires size Wheel rims size  
0   215 SR15         6J x 15  

[1 rows x 54 columns]"
1,266,https://www.auto-data.net/en/uaz-brand-195,uaz-3151-model-1922,https://www.auto-data.net/en/uaz-3151-model-1922,uaz-31512-generation-3750,https://www.auto-data.net/en/uaz-31512-generation-3750,uaz-31512-2.45-90hp-16623,https://www.auto-data.net/en/uaz-31512-2.45-90hp-16623,"  Brand Model Generation Modification (Engine) Start of production  \
0   UAZ  3151      31512          2.45 (90 Hp)           1989 year   

  End of production     Powertrain Architecture         Body type Seats Doors  \
0         2005 year  Internal Combustion engine  Off-road vehicle     7     5   

   ...            Drive wheel Number of Gears (manual transmission)  \
0  ...  All wheel drive (4x4)                                     4   

        Front suspension        Rear suspension Front brakes Rear brakes  \
0  Rigid axle suspension  Rigid axle suspension         Drum        Drum   

                Assisting systems        Steering type Tires size  \
0  ABS (Anti-lock braking system)  Worm-reduction unit   215 SR15   

  Wheel rims size  
0         6J x 15  

[1 rows x 55 columns]"
2,266,https://www.auto-data.net/en/uaz-brand-195,uaz-3151-model-1922,https://www.auto-data.net/en/uaz-3151-model-1922,uaz-3151-01-generation-3751,https://www.auto-data.net/en/uaz-3151-01-generation-3751,uaz-3151-01-2.45-81hp-16624,https://www.auto-data.net/en/uaz-3151-01-2.45-81hp-16624,"  Brand Model Generation Modification (Engine) Start of production  \
0   UAZ  3151    3151-01          2.45 (81 Hp)           1985 year   

  End of production     Powertrain Architecture         Body type Seats Doors  \
0         1989 year  Internal Combustion engine  Off-road vehicle     7     5   

   ...  Drivetrain, brakes and suspension specs            Drive wheel  \
0  ...  Drivetrain, brakes and suspension specs  All wheel drive (4x4)   

  Number of Gears (manual transmission)       Front suspension  \
0                                     4  Rigid axle suspension   

         Rear suspension Front brakes Rear brakes        Steering type  \
0  Rigid axle suspension         Drum        Drum  Worm-reduction unit   

  Tires size Wheel rims size  
0   215 SR15         6J x 15  

[1 rows x 53 columns]"
3,266,https://www.auto-data.net/en/uaz-brand-195,uaz-31512-model-1918,https://www.auto-data.net/en/uaz-31512-model-1918,uaz-315122-generation-3740,https://www.auto-data.net/en/uaz-315122-generation-3740,uaz-315122-2.45-74hp-16610,https://www.auto-data.net/en/uaz-315122-2.45-74hp-16610,"  Brand  Model Generation Modification (Engine) Start of production  \
0   UAZ  31512     315122          2.45 (74 Hp)           1998 year   

  End of production     Powertrain Architecture         Body type  \
0         2003 year  Internal Combustion engine  Off-road vehicle   

   Performance specs          Fuel Type  Engine specs  Power  \
0  Performance specs  Petrol (Gasoline)  Engine specs  74 Hp   

            Engine aspiration  \
0  Naturally aspirated engine   

  (adsbygoogle = window.adsbygoogle || []).push({});  
0  (adsbygoogle = window.adsbygoogle || []).push(...  "
4,266,https://www.auto-data.net/en/uaz-brand-195,uaz-31512-model-1918,https://www.auto-data.net/en/uaz-31512-model-1918,uaz-31512-01-generation-3741,https://www.auto-data.net/en/uaz-31512-01-generation-3741,uaz-31512-01-2.45-81hp-16611,https://www.auto-data.net/en/uaz-31512-01-2.45-81hp-16611,"  Brand  Model Generation Modification (Engine) Start of production  \
0   UAZ  31512   31512-01          2.45 (81 Hp)           1985 year   

  End of production     Powertrain Architecture         Body type Seats Doors  \
0         1990 year  Internal Combustion engine  Off-road vehicle     7     5   

   ...  Drivetrain, brakes and suspension specs            Drive wheel  \
0  ...  Drivetrain, brakes and suspension specs  All wheel drive (4x4)   

  Number of Gears (manual transmission)       Front suspension  \
0                                     4  Rigid axle suspension   

         Rear suspension Front brakes Rear brakes        Steering type  \
0  Rigid axle suspension         Drum        Drum  Worm-reduction unit   

  Tires size Wheel rims size  
0   215 SR15         6J x 15  

[1 rows x 53 columns]"
5,266,https://www.auto-data.net/en/uaz-brand-195,uaz-31514-model-1923,https://www.auto-data.net/en/uaz-31514-model-1923,uaz-315143-generation-3752,https://www.auto-data.net/en/uaz-315143-generation-3752,uaz-315143-2.4-d-86hp-16625,https://www.auto-data.net/en/uaz-315143-2.4-d-86hp-16625,"  Brand  Model Generation Modification (Engine) Start of production  \
0   UAZ  31514     315143         2.4 D (86 Hp)           2002 year   

  End of production     Powertrain Architecture         Body type  \
0         2013 year  Internal Combustion engine  Off-road vehicle   

   Performance specs          Fuel Type  Engine specs  Power  \
0  Performance specs  Petrol (Gasoline)  Engine specs  86 Hp   

            Engine aspiration  \
0  Naturally aspirated engine   

  (adsbygoogle = window.adsbygoogle || []).push({});  
0  (adsbygoogle = window.adsbygoogle || []).push(...  "
6,266,https://www.auto-data.net/en/uaz-brand-195,uaz-31514-model-1923,https://www.auto-data.net/en/uaz-31514-model-1923,uaz-315148-generation-3753,https://www.auto-data.net/en/uaz-315148-generation-3753,uaz-315148-2.24-d-98hp-16626,https://www.auto-data.net/en/uaz-315148-2.24-d-98hp-16626,"  Brand  Model Generation Modification (Engine) Start of production  \
0   UAZ  31514     315148        2.24 D (98 Hp)           2002 year   

  End of production     Powertrain Architecture         Body type Seats Doors  \
0         2013 year  Internal Combustion engine  Off-road vehicle     7     5   

   ...   Rear (Back) track  Drivetrain, brakes and suspension specs  \
0  ...  1445 mm  56.89 in.  Drivetrain, brakes and suspension specs   

             Drive wheel Number of Gears (manual transmission)  \
0  All wheel drive (4x4)                                     4   

      Front suspension Rear suspension Front brakes Rear brakes  Tires size  \
0  Independent, spring     Leaf spring         Disc        Drum  215/75 R16   

  Wheel rims size  
0              16  

[1 rows x 49 columns]"
7,266,https://www.auto-data.net/en/uaz-brand-195,uaz-31514-model-1923,https://www.auto-data.net/en/uaz-31514-model-1923,uaz-31514-generation-3754,https://www.auto-data.net/en/uaz-31514-generation-3754,uaz-31514-2.45-76hp-16627,https://www.auto-data.net/en/uaz-31514-2.45-76hp-16627,"  Brand  Model Generation Modification (Engine) Start of production  \
0   UAZ  31514      31514          2.45 (76 Hp)           1995 year   

  End of production     Powertrain Architecture         Body type Seats Doors  \
0         2003 year  Internal Combustion engine  Off-road vehicle     7     5   

   ... Number of Gears (manual transmission)       Front suspension  \
0  ...                                     4  Rigid axle suspension   

         Rear suspension Front brakes Rear brakes  \
0  Rigid axle suspension         Drum        Drum   

                Assisting systems        Steering type      Power steering  \
0  ABS (Anti-lock braking system)  Worm-reduction unit  Hydraulic Steering   

   Tires size Wheel rims size  
0  225/75 R16              16  

[1 rows x 52 columns]"
8,266,https://www.auto-data.net/en/uaz-brand-195,uaz-31514-model-1923,https://www.auto-data.net/en/uaz-31514-model-1923,uaz-315142-92-generation-3755,https://www.auto-data.net/en/uaz-315142-92-generation-3755,uaz-315142-92-2.89-84hp-16628,https://www.auto-data.net/en/uaz-315142-92-2.89-84hp-16628,"  Brand  Model   Generation Modification (Engine) Start of production  \
0   UAZ  31514  315142 (92)          2.89 (84 Hp)           1995 year   

  End of production     Powertrain Architecture         Body type Seats Doors  \
0         2003 year  Internal Combustion engine  Off-road vehicle     7     5   

   ... Number of Gears (manual transmission)       Front suspension  \
0  ...                                     4  Rigid axle suspension   

         Rear suspension Front brakes Rear brakes  \
0  Rigid axle suspension         Disc        Drum   

                Assisting systems        Steering type      Power steering  \
0  ABS (Anti-lock braking system)  Worm-reduction unit  Hydraulic Steering   

   Tires size Wheel rims size  
0  225/75 R16              16  

[1 rows x 52 columns]"
9,266,https://www.auto-data.net/en/uaz-brand-195,uaz-31519-model-1928,https://www.auto-data.net/en/uaz-31519-model-1928,uaz-315192-generation-3761,https://www.auto-data.net/en/uaz-315192-generation-3761,uaz-315192-2.89-100hp-16636,https://www.auto-data.net/en/uaz-315192-2.89-100hp-16636,"  Brand  Model Generation Modification (Engine) Start of production  \
0   UAZ  31519     315192         2.89 (100 Hp)           2001 year   

  End of production     Powertrain Architecture         Body type  \
0         2013 year  Internal Combustion engine  Off-road vehicle   

   Performance specs          Fuel Type  Engine specs   Power  \
0  Performance specs  Petrol (Gasoline)  Engine specs  100 Hp   

            Engine aspiration  \
0  Naturally aspirated engine   

  (adsbygoogle = window.adsbygoogle || []).push({});  
0  (adsbygoogle = window.adsbygoogle || []).push(...  "
10,266,https://www.auto-data.net/en/uaz-brand-195,uaz-31519-model-1928,https://www.auto-data.net/en/uaz-31519-model-1928,uaz-31519-generation-3762,https://www.auto-data.net/en/uaz-31519-generation-3762,uaz-31519-2.9-98hp-16637,https://www.auto-data.net/en/uaz-31519-2.9-98hp-16637,"  Brand  Model Generation Modification (Engine) Start of production  \
0   UAZ  31519      31519           2.9 (98 Hp)           1997 year   

  End of production     Powertrain Architecture         Body type  \
0         2013 year  Internal Combustion engine  Off-road vehicle   

   Performance specs          Fuel Type  ... Number of cylinders  \
0  Performance specs  Petrol (Gasoline)  ...                   4   

  Position of cylinders     Cylinder Bore    Piston Stroke Compression ratio  \
0                Inline  100 mm  3.94 in.  92 mm  3.62 in.               8.2   

  Number of valves per cylinder  Fuel System           Engine aspiration  \
0                             2  Carburettor  Naturally aspirated engine   

  Valvetrain (adsbygoogle = window.adsbygoogle || []).push({});  
0        OHC  (adsbygoogle = window.adsbygoogle || []).push(...  

[1 rows x 26 columns]"
11,266,https://www.auto-data.net/en/uaz-brand-195,uaz-3153-model-1924,https://www.auto-data.net/en/uaz-3153-model-1924,uaz-3153-generation-3756,https://www.auto-data.net/en/uaz-3153-generation-3756,uaz-3153-2.9-98hp-16629,https://www.auto-data.net/en/uaz-3153-2.9-98hp-16629,"  Brand Model Generation Modification (Engine) Start of production  \
0   UAZ  3153       3153           2.9 (98 Hp)    March, 1996 year   

    End of production     Powertrain Architecture         Body type  \
0  October, 2003 year  Internal Combustion engine  Off-road vehicle   

   Performance specs          Fuel Type  ... Number of cylinders  \
0  Performance specs  Petrol (Gasoline)  ...                   4   

  Position of cylinders     Cylinder Bore    Piston Stroke Compression ratio  \
0                Inline  100 mm  3.94 in.  92 mm  3.62 in.               8.2   

  Number of valves per cylinder  Fuel System           Engine aspiration  \
0                             2  Carburettor  Naturally aspirated engine   

  Valvetrain (adsbygoogle = window.adsbygoogle || []).push({});  
0        OHC  (adsbygoogle = window.adsbygoogle || []).push(...  

[1 rows x 26 columns]"
12,266,https://www.auto-data.net/en/uaz-brand-195,uaz-3159-model-1929,https://www.auto-data.net/en/uaz-3159-model-1929,uaz-3159-generation-3763,https://www.auto-data.net/en/uaz-3159-generation-3763,uaz-3159-2.7-132hp-16638,https://www.auto-data.net/en/uaz-3159-2.7-132hp-16638,"  Brand Model Generation Modification (Engine)  Start of production  \
0   UAZ  3159       3159          2.7 (132 Hp)  December, 1999 year   

     End of production     Powertrain Architecture               Body type  \
0  November, 2008 year  Internal Combustion engine  Station wagon (estate)   

  Seats Doors  ...            Drive wheel  \
0     7     5  ...  All wheel drive (4x4)   

  Number of Gears (manual transmission)       Front suspension  \
0                                     5  Rigid axle suspension   

         Rear suspension Front brakes Rear brakes        Steering type  \
0  Rigid axle suspension         Drum        Drum  Worm-reduction unit   

       Power steering  Tires size Wheel rims size  
0  Hydraulic Steering  245/75 R16              16  

[1 rows x 51 columns]"
13,266,https://www.auto-data.net/en/uaz-brand-195,uaz-3160-model-1920,https://www.auto-data.net/en/uaz-3160-model-1920,uaz-31608-generation-3743,https://www.auto-data.net/en/uaz-31608-generation-3743,uaz-31608-2.24-d-98hp-16615,https://www.auto-data.net/en/uaz-31608-2.24-d-98hp-16615,"  Brand Model Generation Modification (Engine) Start of production  \
0   UAZ  3160      31608        2.24 D (98 Hp)           2002 year   

  End of production     Powertrain Architecture         Body type  \
0         2004 year  Internal Combustion engine  Off-road vehicle   

   Performance specs          Fuel Type  Engine specs  Power  \
0  Performance specs  Petrol (Gasoline)  Engine specs  98 Hp   

            Engine aspiration  \
0  Naturally aspirated engine   

  (adsbygoogle = window.adsbygoogle || []).push({});  
0  (adsbygoogle = window.adsbygoogle || []).push(...  "
14,266,https://www.auto-data.net/en/uaz-brand-195,uaz-3160-model-1920,https://www.auto-data.net/en/uaz-3160-model-1920,uaz-31604-generation-3744,https://www.auto-data.net/en/uaz-31604-generation-3744,uaz-31604-2.5-tdi-103hp-16616,https://www.auto-data.net/en/uaz-31604-2.5-tdi-103hp-16616,"  Brand Model Generation Modification (Engine) Start of production  \
0   UAZ  3160      31604      2.5 TDI (103 Hp)           2000 year   

  End of production     Powertrain Architecture         Body type Seats Doors  \
0         2004 year  Internal Combustion engine  Off-road vehicle     7     5   

   ...            Drive wheel Number of Gears (manual transmission)  \
0  ...  All wheel drive (4x4)                                     5   

  Front suspension Rear suspension Front brakes Rear brakes  \
0     Trailing arm     Leaf spring         Disc        Drum   

         Steering type      Power steering  Tires size Wheel rims size  
0  Worm-reduction unit  Hydraulic Steering  225/75 R16         6J x 16  

[1 rows x 51 columns]"
15,266,https://www.auto-data.net/en/uaz-brand-195,uaz-3160-model-1920,https://www.auto-data.net/en/uaz-3160-model-1920,uaz-31605-generation-3745,https://www.auto-data.net/en/uaz-31605-generation-3745,uaz-31605-2.89-102hp-16617,https://www.auto-data.net/en/uaz-31605-2.89-102hp-16617,"  Brand Model Generation Modification (Engine) Start of production  \
0   UAZ  3160      31605         2.89 (102 Hp)           2000 year   

  End of production     Powertrain Architecture               Body type Seats  \
0         2004 year  Internal Combustion engine  Station wagon (estate)     7   

  Doors  ...            Drive wheel Number of Gears (manual transmission)  \
0     5  ...  All wheel drive (4x4)                                     5   

  Front suspension Rear suspension Front brakes Rear brakes  \
0     Trailing arm     Leaf spring         Disc        Drum   

         Steering type      Power steering  Tires size Wheel rims size  
0  Worm-reduction unit  Hydraulic Steering  225/75 R16         6J x 16  

[1 rows x 51 columns]"
16,266,https://www.auto-data.net/en/uaz-brand-195,uaz-3160-model-1920,https://www.auto-data.net/en/uaz-3160-model-1920,uaz-31601-generation-3746,https://www.auto-data.net/en/uaz-31601-generation-3746,uaz-31601-2.9-98hp-16618,https://www.auto-data.net/en/uaz-31601-2.9-98hp-16618,"  Brand Model Generation Modification (Engine) Start of production  \
0   UAZ  3160      31601           2.9 (98 Hp)           1999 year   

  End of production     Powertrain Architecture         Body type  \
0         2004 year  Internal Combustion engine  Off-road vehicle   

   Performance specs          Fuel Type  ... Number of cylinders  \
0  Performance specs  Petrol (Gasoline)  ...                   4   

  Position of cylinders     Cylinder Bore    Piston Stroke Compression ratio  \
0                Inline  100 mm  3.94 in.  92 mm  3.62 in.               8.2   

  Number of valves per cylinder  Fuel System           Engine aspiration  \
0                             2  Carburettor  Naturally aspirated engine   

  Valvetrain (adsbygoogle = window.adsbygoogle || []).push({});  
0        OHC  (adsbygoogle = window.adsbygoogle || []).push(...  

[1 rows x 26 columns]"
17,266,https://www.auto-data.net/en/uaz-brand-195,uaz-3160-model-1920,https://www.auto-data.net/en/uaz-3160-model-1920,uaz-31602-generation-3747,https://www.auto-data.net/en/uaz-31602-generation-3747,uaz-31602-2.7-132hp-16619,https://www.auto-data.net/en/uaz-31602-2.7-132hp-16619,"  Brand Model Generation Modification (Engine) Start of production  \
0   UAZ  3160      31602          2.7 (132 Hp)           1999 year   

  End of production     Powertrain Architecture         Body type Seats Doors  \
0         2004 year  Internal Combustion engine  Off-road vehicle     7     5   

   ...            Drive wheel Number of Gears (manual transmission)  \
0  ...  All wheel drive (4x4)                                     5   

  Front suspension Rear suspension Front brakes Rear brakes  \
0     Trailing arm     Leaf spring         Disc        Drum   

         Steering type      Power steering  Tires size Wheel rims size  
0  Worm-reduction unit  Hydraulic Steering  225/75 R16         6J x 16  

[1 rows x 51 columns]"
18,266,https://www.auto-data.net/en/uaz-brand-195,uaz-3162-model-1925,https://www.auto-data.net/en/uaz-3162-model-1925,uaz-31622-generation-3757,https://www.auto-data.net/en/uaz-31622-generation-3757,uaz-31622-2.7-132hp-16630,https://www.auto-data.net/en/uaz-31622-2.7-132hp-16630,"  Brand Model Generation Modification (Engine) Start of production  \
0   UAZ  3162      31622          2.7 (132 Hp)           1999 year   

  End of production     Powertrain Architecture               Body type Seats  \
0         2005 year  Internal Combustion engine  Station wagon (estate)     7   

  Doors  ... Number of Gears (manual transmission) Front suspension  \
0     5  ...                                     5     Trailing arm   

  Rear suspension Front brakes Rear brakes               Assisting systems  \
0     Leaf spring         Disc        Drum  ABS (Anti-lock braking system)   

         Steering type      Power steering  Tires size Wheel rims size  
0  Worm-reduction unit  Hydraulic Steering  225/75 R16              16  

[1 rows x 52 columns]"
